date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,anomaly
2011-09-23,4,0,9,4,0,5,1,3,0.6,0.5,1.0,0.0,13,-1
2011-09-23,4,0,9,17,0,5,1,2,0.6,0.5,1.0,0.0,99,-1
2011-09-23,4,0,9,18,0,5,1,1,0.6,0.5,1.0,0.0,234,-1
2011-09-26,4,0,9,7,0,1,1,2,0.62,0.5455,0.94,0.0,332,-1
2011-09-26,4,0,9,8,0,1,1,2,0.62,0.5455,0.94,0.0,355,-1
2011-10-15,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,456,-1
2011-10-15,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,377,-1
2011-10-19,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,202,-1
2011-10-19,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,123,-1
2011-10-20,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,1,-1
2011-10-20,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,426,-1
2011-10-20,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,223,-1
2011-10-20,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,164,-1
2011-10-20,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,155,-1
2011-10-29,4,0,10,12,0,6,0,3,0.24,0.197,0.87,0.4925,50,-1
2011-10-29,4,0,10,13,0,6,0,3,0.24,0.197,0.87,0.5224,30,-1
2011-10-29,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,29,-1
2011-10-31,4,0,10,7,0,1,1,1,0.24,0.2879,0.93,0.0,227,-1
2011-10-31,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0.0,372,-1
2011-11-02,4,0,11,8,0,3,1,1,0.32,0.3485,0.87,0.0,472,-1
2011-11-04,4,0,11,18,0,5,1,1,0.42,0.4242,0.32,0.4627,374,-1
2011-11-07,4,0,11,7,0,1,1,2,0.28,0.3182,0.93,0.0,311,-1
2011-11-07,4,0,11,8,0,1,1,2,0.3,0.3182,1.0,0.0896,410,-1
2011-11-08,4,0,11,8,0,2,1,1,0.32,0.3333,0.93,0.1045,466,-1
2011-11-09,4,0,11,7,0,3,1,1,0.3,0.3333,0.87,0.0,300,-1
2011-11-09,4,0,11,8,0,3,1,1,0.32,0.3485,0.93,0.0,456,-1
2011-11-11,4,0,11,10,1,5,0,1,0.32,0.2727,0.42,0.5522,200,-1
2011-11-11,4,0,11,13,1,5,0,1,0.38,0.3939,0.37,0.5522,236,-1
2011-11-13,4,0,11,14,0,0,0,2,0.54,0.5152,0.28,0.4925,371,-1
2011-11-16,4,0,11,12,0,3,1,3,0.46,0.4545,1.0,0.0,54,-1
2011-11-21,4,0,11,6,0,1,1,2,0.42,0.4242,1.0,0.0,76,-1
2011-11-21,4,0,11,8,0,1,1,2,0.46,0.4545,0.94,0.0,391,-1
2011-11-22,4,0,11,18,0,2,1,3,0.44,0.4394,1.0,0.0,148,-1
2011-11-23,4,0,11,6,0,3,1,2,0.44,0.4394,1.0,0.0,69,-1
2011-11-28,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,407,-1
2011-12-02,1,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,445,-1
2011-12-05,1,0,12,8,0,1,1,1,0.32,0.3485,0.93,0.0,404,-1
2011-12-07,1,0,12,6,0,3,1,3,0.48,0.4697,1.0,0.4179,18,-1
2011-12-07,1,0,12,8,0,3,1,3,0.44,0.4394,1.0,0.0,86,-1
2011-12-07,1,0,12,17,0,3,1,3,0.4,0.4091,1.0,0.3284,52,-1
2011-12-07,1,0,12,19,0,3,1,3,0.34,0.2879,0.87,0.6418,33,-1
2011-12-07,1,0,12,20,0,3,1,3,0.34,0.2879,0.87,0.6418,26,-1
2011-12-07,1,0,12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,6,-1
2011-12-07,1,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,13,-1
2011-12-09,1,0,12,8,0,5,1,1,0.24,0.2879,0.81,0.0,385,-1
2011-12-11,1,0,12,15,0,0,0,1,0.3,0.3333,0.26,0.0,266,-1
2011-12-12,1,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,385,-1
2011-12-14,1,0,12,8,0,3,1,2,0.26,0.303,0.87,0.0,467,-1
2011-12-21,1,0,12,8,0,3,1,3,0.36,0.3788,0.93,0.0,405,-1
2011-12-21,1,0,12,17,0,3,1,3,0.44,0.4394,1.0,0.3284,229,-1
2011-12-26,1,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,91,-1
2011-12-28,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,140,-1
2012-01-03,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,60,-1
2012-01-03,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,75,-1
2012-01-03,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,74,-1
2012-01-03,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,73,-1
2012-01-03,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,79,-1
2012-01-03,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,136,-1
2012-01-03,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,245,-1
2012-01-03,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,224,-1
2012-01-03,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,156,-1
2012-01-04,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,1,-1
2012-01-04,1,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,1,-1
2012-01-04,1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,64,-1
2012-01-05,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,388,-1
2012-01-10,1,1,1,8,0,2,1,2,0.18,0.197,0.93,0.1642,471,-1
2012-01-11,1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,499,-1
2012-01-13,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,21,-1
2012-01-13,1,1,1,11,0,5,1,1,0.24,0.1818,0.38,0.6119,114,-1
2012-01-13,1,1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,154,-1
2012-01-13,1,1,1,14,0,5,1,1,0.26,0.2121,0.33,0.5522,129,-1
2012-01-13,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,138,-1
2012-01-17,1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,219,-1
2012-01-18,1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,1,-1
2012-01-18,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,176,-1
2012-01-19,1,1,1,9,0,4,1,1,0.12,0.197,0.54,0.0,210,-1
2012-01-20,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,349,-1
2012-01-23,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0.0,149,-1
2012-01-23,1,1,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,276,-1
2012-01-23,1,1,1,20,0,1,1,2,0.26,0.2576,1.0,0.1642,169,-1
2012-01-23,1,1,1,21,0,1,1,2,0.26,0.2424,1.0,0.2836,120,-1
2012-01-23,1,1,1,22,0,1,1,2,0.26,0.2424,1.0,0.2836,68,-1
2012-01-24,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,490,-1
2012-01-26,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,530,-1
2012-01-27,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,176,-1
2012-01-27,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,267,-1
2012-01-27,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,422,-1
2012-01-28,1,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,206,-1
2012-01-29,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0.0,5,-1
2012-01-29,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,322,-1
2012-01-29,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,234,-1
2012-01-31,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,559,-1
2012-02-02,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0.0,445,-1
2012-02-02,1,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224,327,-1
2012-02-06,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,444,-1
2012-02-07,1,1,2,8,0,2,1,1,0.3,0.3182,0.49,0.0,529,-1
2012-02-11,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567,108,-1
2012-02-11,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,87,-1
2012-02-11,1,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522,63,-1
2012-02-11,1,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418,48,-1
2012-02-11,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,20,-1
2012-02-12,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,24,-1
2012-02-12,1,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821,27,-1
2012-02-12,1,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866,14,-1
2012-02-12,1,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164,1,-1
2012-02-12,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418,140,-1
2012-02-12,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224,111,-1
2012-02-12,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522,155,-1
2012-02-12,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627,164,-1
2012-02-12,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627,96,-1
2012-02-14,1,1,2,8,0,2,1,2,0.24,0.2879,0.7,0.0,513,-1
2012-02-17,1,1,2,8,0,5,1,2,0.26,0.303,1.0,0.0,520,-1
2012-02-17,1,1,2,9,0,5,1,2,0.26,0.303,1.0,0.0,283,-1
2012-02-22,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,576,-1
2012-02-24,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,152,-1
2012-02-24,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,106,-1
2012-02-24,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,86,-1
2012-02-25,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,210,-1
2012-02-25,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,258,-1
2012-02-25,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,216,-1
2012-02-25,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,195,-1
2012-02-25,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,133,-1
2012-02-25,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,105,-1
2012-02-26,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0.0,331,-1
2012-02-26,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0.0,353,-1
2012-02-27,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0.0,528,-1
2012-02-27,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,529,-1
2012-02-27,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,527,-1
2012-03-01,2,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,594,-1
2012-03-02,2,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,549,-1
2012-03-02,2,1,3,9,0,5,1,1,0.3,0.3333,0.81,0.0,314,-1
2012-03-04,2,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334,-1
2012-03-04,2,1,3,17,0,0,0,1,0.34,0.2879,0.31,0.5522,263,-1
2012-03-04,2,1,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,184,-1
2012-03-05,2,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,375,-1
2012-03-05,2,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,31,-1
2012-03-07,2,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,612,-1
2012-03-07,2,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,544,-1
2012-03-08,2,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,585,-1
2012-03-08,2,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,233,-1
2012-03-08,2,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,203,-1
2012-03-08,2,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,185,-1
2012-03-08,2,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,342,-1
2012-03-08,2,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,597,-1
2012-03-08,2,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,590,-1
2012-03-09,2,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,7,-1
2012-03-09,2,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,501,-1
2012-03-09,2,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,343,-1
2012-03-09,2,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,566,-1
2012-03-09,2,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,470,-1
2012-03-09,2,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,244,-1
2012-03-10,2,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,406,-1
2012-03-10,2,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,390,-1
2012-03-10,2,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,354,-1
2012-03-12,2,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,644,-1
2012-03-13,2,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,734,-1
2012-03-14,2,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,662,-1
2012-03-14,2,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,283,-1
2012-03-14,2,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,782,-1
2012-03-14,2,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,749,-1
2012-03-17,2,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,685,-1
2012-03-19,2,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,801,-1
2012-03-20,2,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,801,-1
2012-03-21,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,729,-1
2012-03-21,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,779,-1
2012-03-21,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,582,-1
2012-03-22,2,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896,361,-1
2012-03-22,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,649,-1
2012-03-22,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,810,-1
2012-03-22,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,586,-1
2012-03-23,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,662,-1
2012-03-23,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,957,-1
2012-03-23,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,830,-1
2012-03-24,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,290,-1
2012-03-26,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,153,-1
2012-03-26,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,178,-1
2012-03-26,2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,279,-1
2012-03-26,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,301,-1
2012-03-26,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,223,-1
2012-03-26,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,305,-1
2012-03-26,2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,664,-1
2012-03-26,2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,684,-1
2012-03-26,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,458,-1
2012-03-26,2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,221,-1
2012-03-26,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,186,-1
2012-03-26,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,48,-1
2012-03-27,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,10,-1
2012-03-27,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,5,-1
2012-03-27,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,581,-1
2012-03-27,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,305,-1
2012-03-27,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,614,-1
2012-03-27,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,644,-1
2012-03-27,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,417,-1
2012-03-29,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,654,-1
2012-03-29,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,703,-1
2012-03-31,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,621,-1
2012-03-31,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,543,-1
2012-04-02,2,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,729,-1
2012-04-03,2,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,604,-1
2012-04-03,2,1,4,12,0,2,1,1,0.52,0.5,0.25,0.0,331,-1
2012-04-03,2,1,4,17,0,2,1,1,0.62,0.6061,0.17,0.194,757,-1
2012-04-03,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,800,-1
2012-04-04,2,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,684,-1
2012-04-04,2,1,4,17,0,3,1,1,0.66,0.6212,0.41,0.2985,744,-1
2012-04-04,2,1,4,23,0,3,1,1,0.52,0.5,0.23,0.4179,131,-1
2012-04-05,2,1,4,0,0,4,1,1,0.52,0.5,0.23,0.4179,45,-1
2012-04-05,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,822,-1
2012-04-05,2,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,698,-1
2012-04-06,2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,536,-1
2012-04-06,2,1,4,17,0,5,1,1,0.52,0.5,0.23,0.4179,655,-1
2012-04-06,2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,484,-1
2012-04-07,2,1,4,12,0,6,0,1,0.46,0.4545,0.23,0.3881,590,-1
2012-04-07,2,1,4,13,0,6,0,1,0.5,0.4848,0.22,0.194,643,-1
2012-04-07,2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,578,-1
2012-04-07,2,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,626,-1
2012-04-07,2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,615,-1
2012-04-07,2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,567,-1
2012-04-08,2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,503,-1
2012-04-08,2,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,486,-1
2012-04-09,2,1,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,280,-1
2012-04-09,2,1,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821,281,-1
2012-04-09,2,1,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522,218,-1
2012-04-09,2,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,255,-1
2012-04-09,2,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,632,-1
2012-04-10,2,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,744,-1
2012-04-10,2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,704,-1
2012-04-10,2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,479,-1
2012-04-11,2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,585,-1
2012-04-12,2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,624,-1
2012-04-12,2,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,656,-1
2012-04-12,2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,610,-1
2012-04-13,2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,738,-1
2012-04-13,2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,671,-1
2012-04-14,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,660,-1
2012-04-14,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,658,-1
2012-04-16,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,358,-1
2012-04-16,2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,712,-1
2012-04-16,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,676,-1
2012-04-17,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,781,-1
2012-04-17,2,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,775,-1
2012-04-18,2,1,4,18,0,3,1,2,0.42,0.4242,0.77,0.0,505,-1
2012-04-19,2,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,677,-1
2012-04-19,2,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,748,-1
2012-04-19,2,1,4,18,0,4,1,1,0.6,0.6212,0.43,0.0896,776,-1
2012-04-20,2,1,4,7,0,5,1,1,0.42,0.4242,0.94,0.0,359,-1
2012-04-20,2,1,4,8,0,5,1,1,0.44,0.4394,0.94,0.0,700,-1
2012-04-20,2,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,819,-1
2012-04-21,2,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,568,-1
2012-04-22,2,1,4,19,0,0,0,3,0.36,0.3182,0.87,0.5224,35,-1
2012-04-22,2,1,4,22,0,0,0,3,0.34,0.2879,0.87,0.5224,13,-1
2012-04-24,2,1,4,15,0,2,1,1,0.5,0.4848,0.23,0.4179,236,-1
2012-04-24,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,691,-1
2012-04-24,2,1,4,18,0,2,1,1,0.5,0.4848,0.18,0.0,632,-1
2012-04-25,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,654,-1
2012-04-25,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,732,-1
2012-04-25,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,709,-1
2012-04-27,2,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,73,-1
2012-04-27,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,592,-1
2012-04-27,2,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,702,-1
2012-04-27,2,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,654,-1
2012-04-29,2,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,653,-1
2012-05-02,2,1,5,8,0,3,1,2,0.56,0.5303,0.88,0.0,666,-1
2012-05-02,2,1,5,18,0,3,1,1,0.56,0.5303,0.73,0.2239,813,-1
2012-05-04,2,1,5,8,0,5,1,1,0.56,0.5303,0.88,0.0,618,-1
2012-05-04,2,1,5,17,0,5,1,1,0.7,0.6515,0.54,0.4627,643,-1
2012-05-04,2,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627,641,-1
2012-05-06,2,1,5,13,0,0,0,2,0.6,0.6061,0.64,0.0,565,-1
2012-05-07,2,1,5,17,0,1,1,2,0.6,0.6212,0.53,0.3284,769,-1
2012-05-09,2,1,5,18,0,3,1,3,0.52,0.5,0.77,0.5821,372,-1
2012-05-10,2,1,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582,630,-1
2012-05-10,2,1,5,16,0,4,1,1,0.58,0.5455,0.3,0.4627,421,-1
2012-05-10,2,1,5,17,0,4,1,1,0.6,0.6212,0.31,0.3881,732,-1
2012-05-10,2,1,5,18,0,4,1,1,0.56,0.5303,0.35,0.5224,770,-1
2012-05-11,2,1,5,17,0,5,1,1,0.64,0.6061,0.23,0.2537,779,-1
2012-05-12,2,1,5,16,0,6,0,2,0.7,0.6364,0.21,0.194,591,-1
2012-05-16,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,650,-1
2012-05-16,2,1,5,17,0,3,1,1,0.72,0.6667,0.51,0.194,873,-1
2012-05-16,2,1,5,18,0,3,1,1,0.72,0.6667,0.51,0.2239,846,-1
2012-05-17,2,1,5,8,0,4,1,1,0.52,0.5,0.55,0.4478,634,-1
2012-05-17,2,1,5,17,0,4,1,1,0.66,0.6212,0.31,0.1343,852,-1
2012-05-17,2,1,5,18,0,4,1,1,0.66,0.6212,0.27,0.1642,868,-1
2012-05-18,2,1,5,17,0,5,1,1,0.66,0.6212,0.34,0.1343,812,-1
2012-05-19,2,1,5,12,0,6,0,1,0.66,0.6212,0.36,0.0,642,-1
2012-05-19,2,1,5,14,0,6,0,1,0.72,0.6515,0.3,0.0896,730,-1
2012-05-19,2,1,5,15,0,6,0,1,0.72,0.6515,0.3,0.1045,672,-1
2012-05-19,2,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896,626,-1
2012-05-22,2,1,5,17,0,2,1,1,0.72,0.6667,0.54,0.0,785,-1
2012-05-23,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,719,-1
2012-05-24,2,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,798,-1
2012-05-24,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,752,-1
2012-05-29,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,393,-1
2012-05-29,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,781,-1
2012-05-29,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,710,-1
2012-05-29,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,204,-1
2012-05-30,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,839,-1
2012-05-30,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,796,-1
2012-05-31,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,827,-1
2012-05-31,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,785,-1
2012-06-02,3,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0,586,-1
2012-06-02,3,1,6,18,0,6,0,1,0.64,0.6212,0.36,0.0,512,-1
2012-06-03,3,1,6,15,0,0,0,1,0.7,0.6364,0.34,0.0,644,-1
2012-06-04,3,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,834,-1
2012-06-04,3,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881,822,-1
2012-06-04,3,1,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179,645,-1
2012-06-05,3,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,710,-1
